[28-Sep-2023 07:00:25 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 08:14:01 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 08:14:01 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 08:31:14 UTC] PHP Warning:  Trying to access array offset on value of type int in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-text-with-media.php on line 21
[28-Sep-2023 08:31:14 UTC] PHP Warning:  Trying to access array offset on value of type int in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-text-with-media.php on line 21
[28-Sep-2023 08:31:17 UTC] PHP Warning:  Trying to access array offset on value of type int in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-text-with-media.php on line 21
[28-Sep-2023 08:31:17 UTC] PHP Warning:  Trying to access array offset on value of type int in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-text-with-media.php on line 21
[28-Sep-2023 08:36:44 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 08:36:44 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 08:38:51 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
[28-Sep-2023 08:38:51 UTC] PHP Warning:  Trying to access array offset on value of type null in /Users/akramtello/Local Sites/fundedn/app/public/wp-content/themes/fundedx/blocks/module-how-it-works.php on line 31
